nro_sicop,nro_acto,fecha_adj_firme,cedula_institucion,fecha_publicacion,fecha_inicio_recepcion,fecha_cierre_recepcion,fecha_apertura,nro_procedimiento,tipo_procedimiento,modalidad_procedimiento,descripcion,total_procedimiento,duracion
20130900067,8308,2013-10-03 09:49:11,4000004017,2013-09-06 13:45:17.000,2013-09-06 15:00:00.000,2013-09-13 15:00:00,2013-09-13 15:00:00.000,2013CD-000032-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,COMPRA DE RADIOS DE COMUNICACIÓN PORTATILES,13750000.0,19
20130900101,8314,2013-09-26 10:38:55,4000004017,2013-09-09 15:04:14.000,2013-09-09 15:15:00.000,2013-09-16 15:00:00,2013-09-16 15:00:00.000,2013CD-000034-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,ADQUISICION DE CHALECOS REFLECTIVOS PARA LOS MIEMBROS DE LA BRIGADA DE RESCATE,550000.0,9
20130900093,8387,2013-10-03 09:44:31,4000004017,2013-09-09 14:49:14.000,2013-09-09 15:00:00.000,2013-09-16 10:00:00,2013-09-16 10:00:00.000,2013CD-000033-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,COMPRA DE PANTALLA PLANA,3250000.0,16
20130400130,6369,2013-05-09 08:58:16,4000004017,2013-04-16 11:44:30.000,2013-04-16 13:00:00.000,2013-04-23 15:00:00,2013-04-23 15:00:00.000,2013CD-000012-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,ADQUISICIÓN DE TRES MONITORES DE 24,999168.0,15
20130300106,6102,2013-04-15 15:54:28,4000004017,2013-03-15 15:26:52.000,2013-03-15 16:00:00.000,2013-03-22 10:00:00,2013-03-22 10:00:00.000,2013CD-000009-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,ADQUISICIÓN DE UNIDAD DE AIRE ACONDICIONADO PARA LA SALA DE SERVIDORES DE LA SUGEVAL,1821400.0,24
20170400157,103224,2017-04-12 15:49:03,4000004017,2017-04-05 10:02:48.000,2017-04-05 10:30:00.000,2017-04-06 10:30:00,2017-04-06 10:30:00.000,2017CD-000104-0004900001,CONTRATACIÓN DIRECTA,Servicios,Curso Procedimiento administrativo conforme a la Ley General de la Administración Pública,575000.0,6
20170400380,104252,2017-04-19 16:52:04,4000004017,2017-04-18 16:44:31.000,2017-04-18 17:00:00.000,2017-04-19 12:00:00,2017-04-19 12:00:00.000,2017CD-000112-0004900001,CONTRATACIÓN DIRECTA,Servicios,Curso: Redacción de Informes Técnicos,475000.0,0
20170800282,173367,2017-08-25 13:36:52,4000004017,2017-08-08 10:43:15.000,2017-08-08 10:45:00.000,2017-08-16 15:00:00,2017-08-16 15:00:00.000,2017CD-000240-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,Compra de tarjetas inteligentes para el Proceso Administración deSeguridad.,2500000.0,8
20170600768,158611,2017-07-07 08:37:05,4000004017,2017-06-21 14:09:39.000,2017-06-21 14:15:00.000,2017-06-28 15:00:00,2017-06-28 15:00:00.000,2017CD-000189-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,ADQUISICION DE MICROBUS,22603600.0,8
20170700399,164607,2017-07-20 09:35:39,4000004017,2017-07-10 09:40:55.000,2017-07-10 09:45:00.000,2017-07-13 15:00:00,2017-07-13 15:00:00.000,2017CD-000209-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,Reparación vehículos 52-144 y 52-162,331634.0,6
20170700019,164674,2017-07-20 09:32:48,4000004017,2017-07-04 09:49:59.000,2017-07-04 17:00:00.000,2017-07-14 10:00:00,2017-07-14 10:00:00.000,2017CD-000200-0004900001,CONTRATACIÓN DIRECTA,Servicios,"Suscripción al servicio de información e investigación de bienes raícesbrindado por la empresa InmoInfo, S.A., el cual, mediante una base dedatos de i",3000000.0,5
20170701149,166634,2017-07-28 11:11:33,4000004017,2017-07-19 15:56:03.000,2017-07-19 17:00:00.000,2017-07-21 10:00:00,2017-07-21 10:00:00.000,2017CD-000221-0004900001,CONTRATACIÓN DIRECTA,Servicios,INSCRIPCION DE 7 FUNCIONARIOS DE SUGESE AL CURSO CONTABILIDAD DE SEGUROS.,685000.0,7
20171000089,194932,2017-10-24 11:40:14,4000004017,2017-10-04 16:07:34.000,2017-10-04 17:00:00.000,2017-10-11 15:00:00,2017-10-11 15:00:00.000,2017CD-000321-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,Adquisición de libros para la SUGEVAL.,977296.75,12
20150100140,23117,2015-02-17 09:07:43,4000004017,2015-01-26 10:07:21.000,2015-01-26 11:00:00.000,2015-02-02 10:00:00,2015-02-02 10:00:00.000,2015CD-000005-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,SUMINISTRO DE FILTROS PARA DISPENSADORES DE AGUA,600000.0,14
20150100191,23257,2015-02-18 09:35:50,4000004017,2015-01-30 11:43:03.000,2015-01-30 16:00:00.000,2015-02-06 10:00:00,2015-02-06 10:00:00.000,2015CD-000009-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,SUMINISTRO E INSTALACION DE ILUMINACION TIPO LED,10000000.0,11
20150300308,24963,2015-04-22 15:08:34,4000004017,2015-03-20 10:00:29.000,2015-03-20 11:00:00.000,2015-04-10 10:00:00,2015-04-10 10:00:00.000,2015LA-000006-0004900001,LICITACIÓN ABREVIADA,Servicios,ADQUISICION DE DISPOSITIVOS CRIPTOGRAFICOS FIRMA DIGITAL,50715964.0,12
20150300072,25018,2015-04-30 15:30:16,4000004017,2015-03-25 11:02:03.000,2015-03-25 11:05:00.000,2015-04-01 15:00:00,2015-04-01 15:00:00.000,2015CD-000035-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,ADQUISICION DE CINTAS DE RESPALDO,2868540.0,29
20150400174,25463,2015-04-30 15:41:36,4000004017,2015-04-17 13:32:37.000,2015-04-17 14:45:00.000,2015-04-24 15:00:00,2015-04-24 15:00:00.000,2015CD-000040-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,SERVICIO DE TRADUCCION SIMULTANEA,2150000.0,6
20150700100,29354,2015-07-21 09:22:43,4000004017,2015-07-07 10:29:05.000,2015-07-07 11:00:00.000,2015-07-14 15:00:00,2015-07-14 15:00:00.000,2015CD-000065-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,COMPRA DE CAMARA FOTOGRAFICA DIGITAL PARA EL BCCR,500000.0,6
20141000095,20608,2014-12-09 16:31:19,4000004017,2014-10-06 10:42:27.000,2014-10-06 16:00:00.000,2014-10-13 15:00:00,2014-10-13 15:00:00.000,2014CD-000091-0004900001,CONTRATACIÓN DIRECTA,Servicios,CONSULTORIA PARA CAMPAÑA DE POSICIONAMIENTO INSTITUCIONAL A TRAVÉS DE MERCADEO SOCIAL EN REDES SOCIALES Y CREACIÓN DE UN LIBRO DE MARCA PARA LA SUPERINTENDENCIA GENERAL DE VALORES (SUGEVAL),7615500.0,57
20150100098,23306,2015-02-23 09:01:00,4000004017,2015-01-30 10:31:01.000,2015-01-30 10:30:00.000,2015-02-06 15:00:00,2015-02-06 15:00:00.000,2015CD-000008-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,ADQUISICION DE HORNOS MICROONDAS,3600000.0,16
20240113508,970026,2024-02-09 13:43:02,4000004017,2024-01-29 14:44:26.000,2024-01-29 14:46:00.000,2024-02-05 10:00:00,2024-02-05 10:00:00.000,2024LD-000006-0004900001,LICITACIÓN REDUCIDA,Servicios,Suscripción impresa con La Nación y El Financiero SUGESE,277415.0,4
20240113555,969056,2024-02-06 09:48:18,4000004017,2024-01-29 17:04:33.000,2024-01-30 10:00:00.000,2024-02-01 10:00:00,2024-02-01 10:00:00.000,2024PX-000016-0004900001,PROCEDIMIENTO POR EXCEPCIÓN,Servicios,Inscripción en actividad de capacitación Desing Thinking.,1908000.0,4
20240215281,976244,2024-03-11 09:49:26,4000004017,2024-02-21 09:18:56.000,2024-02-21 09:20:00.000,2024-02-28 10:00:00,2024-02-28 10:00:00.000,2024LD-000013-0004900001,LICITACIÓN REDUCIDA,Servicios,SERVICIO DE ACTUALIZACIÓN Y SOPORTE DE 1 LICENCIA DEL SOFTWARE TEAMMATE+ AUDIT PARA CONASSIF,315000.0,11
20240113786,969629,2024-02-08 13:36:39,4000004017,2024-01-31 17:32:53.000,2024-02-01 10:00:00.000,2024-02-05 10:00:00,2024-02-05 10:00:00.000,2024PX-000019-0004900001,PROCEDIMIENTO POR EXCEPCIÓN,Servicios,Inscripción en actividad de capacitación Programa de Liderazgo.,11157165.46,3
20170100045,92934,2017-01-12 10:11:55,4000004017,2017-01-10 15:27:18.000,2017-01-10 15:50:00.000,2017-01-11 15:00:00,2017-01-11 15:00:00.000,2017CD-000001-0004900001,CONTRATACIÓN DIRECTA,Servicios,Suscripción La Gaceta,20000000.0,0
20170300264,98265,2017-03-17 09:17:51,4000004017,2017-03-06 16:10:39.000,2017-03-06 16:30:00.000,2017-03-13 10:00:00,2017-03-13 10:00:00.000,2017CD-000072-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,"Compra de cuatro licencias base del Software SPSS y un Módulo demuestras complejas, de la empresa B.I. Consultores S.A. por un monto de¢20.110.860,00.",20110860.0,3
20170300537,98468,2017-03-15 14:40:31,4000004017,2017-03-13 11:53:39.000,2017-03-13 13:00:00.000,2017-03-14 10:00:00,2017-03-14 10:00:00.000,2017CD-000076-0004900001,CONTRATACIÓN DIRECTA,Servicios,"Inscripción a David Rodríguez Calderón al Curso Fundamentos enCiberseguridad.Fecha:  18 y 25 de marzo, 2017Horario: de 8:00 a.m. a 5:00 p.m.Duración:I",265050.0,1
20170200572,96285,2017-03-13 11:13:04,4000004017,2017-02-17 15:01:46.000,2017-02-17 16:00:00.000,2017-02-24 10:00:00,2017-02-24 10:00:00.000,2017CD-000048-0004900001,CONTRATACIÓN DIRECTA,Servicios,Aplicación art. 130 del RLCA (Compra Directa por Excepción).Contratación del servicio de protección contra ataques de denegación deservicio,27124320.0,17
20170300349,97607,2017-03-14 14:35:49,4000004017,2017-03-07 15:17:48.000,2017-03-07 15:30:00.000,2017-03-08 10:00:00,2017-03-08 10:00:00.000,2017CD-000073-0004900001,CONTRATACIÓN DIRECTA,Servicios,"INSCRIPCIÓN 7 FUNCIONARIOS EN ACTIVIDAD DE CAPACITACIÓN, CON BASE EN LADECISIÓN INICIAL DAD-DGFH-014-2017.",1077300.0,6
20160100082,49035,2016-02-15 10:44:01,4000004017,2016-01-18 13:52:21.000,2016-01-18 14:00:00.000,2016-01-25 15:00:00,2016-01-25 15:00:00.000,2016CD-000002-0004900001,CONTRATACIÓN DIRECTA,Servicios,"CONTRATACION DE UNA EMPRESA DE COMUNICACION QUE DISEÑE, PRODUZCA YEJECUTE UNA CAMPAÑA INFORMATIVA EN RADIO PARA DAR A CONOCER LA INFORMACION NECESARIA",11250000.0,20
20160300507,52857,2016-04-26 14:05:32,4000004017,2016-03-28 14:13:21.000,2016-03-28 14:14:00.000,2016-04-04 17:00:00,2016-04-04 17:00:00.000,2016CD-000021-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,COMPRA DIRECTACOMPRA DE DOS LICENCIAS DEL SOFTWARE PARA DISEÑO AUTODESK REVIT BUILDINGDESIGN SUITE PREMIUM,7450000.0,21
20160200617,51526,2016-04-01 11:48:21,4000004017,2016-03-07 13:43:55.000,2016-03-07 14:00:00.000,2016-03-14 15:00:00,2016-03-14 15:00:00.000,2016CD-000012-0004900001,CONTRATACIÓN DIRECTA,Servicios,Mantenimiento preventivo y correctivo UPS Supen,2239992.0,17
20150900135,34470,2015-10-02 11:37:40,4000004017,2015-09-09 14:15:16.000,2015-09-09 15:00:00.000,2015-09-17 15:00:00,2015-09-17 15:00:00.000,2015CD-000082-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,COMPRA DE 6 HEADSET PARA EL BCCR,360000.0,14
20151100509,46949,2015-12-09 10:05:43,4000004017,2015-11-20 10:37:05.000,2015-11-20 10:40:00.000,2015-11-25 15:00:00,2015-11-25 15:00:00.000,2015CD-000121-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,ADQUISICION DE LIBROS PARA EL CENTRO DE INFORMACION DE LA SUGEVAL,631100.0,13
20151000290,45787,2015-11-20 13:59:17,4000004017,2015-10-29 10:11:51.000,2015-10-29 11:00:00.000,2015-11-05 15:00:00,2015-11-05 15:00:00.000,2015CD-000107-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,ADQUISICION DE UNA MESA DE MAYO Y LAMPARA CUELLO DE GANSO PARA EXAMEN GINECOLOGICO,1680000.0,14
20170600241,172173,2017-08-28 12:08:49,4000004017,2017-06-06 15:56:37.000,2017-06-06 16:30:00.000,2017-07-04 10:00:00,2017-07-04 10:00:00.000,2017LA-000009-0004900001,LICITACIÓN ABREVIADA,Según demanda,"ADQUISICIÓN DE LICENCIAS DE SOFTWARE DE SEGURIDAD Y SERVICIOS RELACIONADOS PARA SERVIDORES Y NODOS DE USUARIO FINAL, EN UN ESQUEMA DE ENTREGA SEGÚN DEMANDA",1517480.0,55
20161101734,90856,2016-12-21 11:12:54,4000004017,2016-12-01 10:24:50.000,2016-12-01 11:00:00.000,2016-12-08 11:00:00,2016-12-08 11:00:00.000,2016CD-000111-0004900001,CONTRATACIÓN DIRECTA,Servicios,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE BARRERAS AUTOMATICA PORTONES BCCR, MUSEOS Y MORAVIA",500000.0,13
20161101600,90136,2016-12-16 09:16:08,4000004017,2016-11-30 10:52:29.000,2016-11-30 10:50:00.000,2016-12-05 15:00:00,2016-12-05 15:00:00.000,2016CD-000110-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,COMPRA DIRECTACompra de dispensador de agua con purificación,500000.0,10
20170200453,95896,2017-03-06 14:31:24,4000004017,2017-02-15 13:31:13.000,2017-02-15 14:00:00.000,2017-02-20 15:00:00,2017-02-20 15:00:00.000,2017CD-000039-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción en el curso Seminario de Bussines Analytics con PowerBI,690000.0,13
20170200576,95921,2017-02-27 16:11:44,4000004017,2017-02-17 11:01:14.000,2017-02-17 11:30:00.000,2017-02-22 15:00:00,2017-02-22 15:00:00.000,2017CD-000044-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción a 12 funcionarios de la Sugese al curso La norma INTE/ISO9001:2015 Implicaciones. Sistemas de Gestión de la Calidad //Principales cambiosF,339054.0,5
20170200457,95799,2017-02-23 11:44:53,4000004017,2017-02-15 16:20:41.000,2017-02-15 16:30:00.000,2017-02-21 15:00:00,2017-02-21 15:00:00.000,2017CD-000041-0004900001,CONTRATACIÓN DIRECTA,Servicios,"INSCRIPCIÓN DE ALLAN STEVEN VILLALOBOS ARROYO EN EL CURSO CONTROL DEPRINCIPIOS DE INCENDIO, EL DÍA 21 DE ABRIL DEL 2017.",42500.0,1
20170100443,95924,2017-02-27 16:06:23,4000004017,2017-02-01 16:29:00.000,2017-02-01 17:00:00.000,2017-02-08 15:00:00,2017-02-08 15:00:00.000,2017CD-000021-0004900001,CONTRATACIÓN DIRECTA,Servicios,SUSCRIPCION ANUAL DE 1 LICENCIA CORPORATIVA CON CINCO ACCESOS PARA ELUSO DE LA APLICACION DE JURISPRUDENCIA EN CONTRATACION ADMINISTRATIVABAKU,508581.0,19
20170100181,93431,2017-01-25 13:44:03,4000004017,2017-01-19 11:24:55.000,2017-01-19 11:30:00.000,2017-01-23 15:00:00,2017-01-23 15:00:00.000,2017CD-000007-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,SUMINISTRO DE COMBUSTIBLE PARA LA FLOTILLA DE VEHICULOS DEL BCCR,5000000.0,1
20170200583,95888,2017-02-23 10:56:21,4000004017,2017-02-17 15:36:05.000,2017-02-17 17:00:00.000,2017-02-21 15:00:00,2017-02-21 15:00:00.000,2017CD-000049-0004900001,CONTRATACIÓN DIRECTA,Servicios,CONTRATO DE SUSCRIPCION DEL SERVICIO MASTER LEXPERIODO DE ENERO A DICIEMBRE 2017,409200.0,1
20170301223,101543,2017-04-05 10:38:05,4000004017,2017-03-22 14:07:21.000,2017-03-22 14:15:00.000,2017-03-29 15:00:00,2017-03-29 15:00:00.000,2017CD-000090-0004900001,CONTRATACIÓN DIRECTA,Servicios,ALQUILER DE SALON Y CONTRATACION DE SERVICIO DE ALIMENTACION,4500000.0,6
20170301494,103291,2017-04-19 09:38:58,4000004017,2017-03-31 11:09:54.000,2017-03-31 11:15:00.000,2017-04-07 15:00:00,2017-04-07 15:00:00.000,2017CD-000099-0004900001,CONTRATACIÓN DIRECTA,Servicios,Contratación de diseño e impresión de carpetas e impresión de sobres ycuadernos.,1200000.0,11
20161101640,90823,2016-12-22 09:44:55,4000004017,2016-12-05 14:02:44.000,2016-12-05 14:05:00.000,2016-12-12 15:00:00,2016-12-12 15:00:00.000,2016CD-000114-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,"Adquisición de Switches de Acceso para el Centro Datos necesarios paraconsolidar los centros de datos de las ODMs con un costo estimado de $44,800.",25312000.0,9
20170200449,95197,2017-02-27 11:33:40,4000004017,2017-02-14 15:11:04.000,2017-02-14 16:00:00.000,2017-02-15 15:00:00,2017-02-15 15:00:00.000,2017CD-000038-0004900001,CONTRATACIÓN DIRECTA,Servicios,"INSCRIPCIÓN DE JOSE FRANCISCO SOLÍS CAMACHO Y PABLO HERNÁNDEZ OVIEDO (NOCOLEGIADOS), EN EL CURSO GESTIÓN DE RIESGOS Y LAS 3 LÍNEAS DE DEFENSA,SOBRE CO",200000.0,11
20170200308,95819,2017-03-01 09:20:18,4000004017,2017-02-10 14:12:24.000,2017-02-10 15:00:00.000,2017-02-17 10:00:00,2017-02-17 10:00:00.000,2017CD-000032-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,"COMPRA OFERENTE ÚNICOAdquisición de:Un paquete de trece (13) nuevas licencias del software IDERA  (Monitoreoy Diagnóstico SQL Server), un paquete  ded",33057765.0,11
20160300177,51627,2016-04-01 10:55:49,4000004017,2016-03-09 10:40:45.000,2016-03-09 10:45:00.000,2016-03-16 15:00:00,2016-03-16 15:00:00.000,2016CD-000013-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,COMPRA DE DOS HORNOS MICROONDAS PARA USO EN SODA COMEDOR,1100000.0,15
20160400927,55605,2016-05-27 10:04:38,4000004017,2016-05-03 09:09:18.000,2016-05-03 10:00:00.000,2016-05-10 10:00:00,2016-05-10 10:00:00.000,2016LA-000011-0004900001,LICITACIÓN ABREVIADA,Servicios,Extensión de Garantía y Soporte de Equipos F5Por un año. Prorrogable por periodos iguales hasta un máximo de cuatro(4) años,25200000.0,17
20160501002,59942,2016-07-01 14:18:49,4000004017,2016-06-08 14:28:49.000,2016-06-08 14:30:00.000,2016-06-15 15:00:00,2016-06-15 15:00:00.000,2016CD-000051-0004900001,CONTRATACIÓN DIRECTA,Según demanda,"CONTRATACIÓN DE UNA EMPRESA QUE BRINDE EL SUMINISTRO DE TOALLAS ENROLLO, SERVILLETAS INTERDOBLADAS PARA DISPENSADOR, SERVILLETAS COMUNES YRESMAS DE PA",3482600.0,15
20160800780,69039,2016-09-19 11:54:20,4000004017,2016-08-22 11:48:15.000,2016-08-22 15:00:00.000,2016-08-30 10:00:00,2016-08-30 10:00:00.000,2016LA-000025-0004900001,LICITACIÓN ABREVIADA,Servicios,LICENCIAMIENTO SOFTWARE TELERIK,15536256.0,20
20231109988,958511,2024-01-15 10:00:39,4000004017,2023-12-05 09:48:28.000,2023-12-05 10:00:00.000,2023-12-08 13:00:00,2023-12-08 13:00:00.000,2023LD-000127-0004900001,LICITACIÓN REDUCIDA,Servicios,"Contratación de consultoría para la revisión de las páginas web de las operadoras de pensiones, para la Superintendencia de Pensiones (SUPEN)",8000000.0,37
20150200323,24007,2015-03-20 08:50:53,4000004017,2015-02-24 11:09:39.000,2015-02-24 11:15:00.000,2015-03-03 15:00:00,2015-03-03 15:00:00.000,2015CD-000019-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,ADQUISICION DE ZAPATOS DE VESTIR PARA FUNCIONARIOS DE SUGEF.,480000.0,16
20150600222,27676,2015-07-03 14:06:46,4000004017,2015-06-12 16:33:55.000,2015-06-12 16:45:00.000,2015-06-19 15:00:00,2015-06-19 15:00:00.000,2015CD-000062-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,ADQUISICION DE SOFTWARE ANTIVIRUS PARA LA SUPERINTENDENCIA DE PENSIONES (SUPEN),784000.0,13
20150500124,26456,2015-05-28 09:30:37,4000004017,2015-05-12 09:15:35.000,2015-05-12 09:15:00.000,2015-05-19 15:00:00,2015-05-19 15:00:00.000,2015CD-000048-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,ADQUISICION DE DISCOS DUROS EXTERNOS,1376904.0,8
20150700248,30898,2015-08-17 10:31:34,4000004017,2015-07-14 11:40:29.000,2015-07-14 12:00:00.000,2015-07-21 15:00:00,2015-07-21 15:00:00.000,2015CD-000070-0004900001,CONTRATACIÓN DIRECTA,Servicios,CONTRATACION PARA LOS SERVICIOS DE PRUEBAS DE PENETRACION A LA INFRAESTRUCTURA DE TECNOLOGIAS DE INFORMACIÓN EN LA SUPERINTENDENCIA GENERAL DE VALORES (SUGEVAL),5737100.0,26
20150200164,24012,2015-03-24 10:23:07,4000004017,2015-02-12 09:05:46.000,2015-02-12 16:00:00.000,2015-02-19 15:00:00,2015-02-19 15:00:00.000,2015CD-000012-0004900001,CONTRATACIÓN DIRECTA,Servicios,REACONDICIONAMIENTO ESPACIO ALQUILADO EN EDIFICIO TRIFAMI PARA EL BANCO CENTRAL DE COSTA RICA,10050000.0,32
20150200040,23497,2015-03-04 13:18:34,4000004017,2015-02-05 09:12:28.000,2015-02-05 10:00:00.000,2015-02-12 15:00:00,2015-02-12 15:00:00.000,2015CD-000011-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,CONTRATACION SERVICIO DE ALIMENTACION PARA JORNADAS DEL INVERSIONISTA,2500000.0,19
20150300022,24165,2015-03-24 09:31:45,4000004017,2015-03-03 14:24:42.000,2015-03-03 16:00:00.000,2015-03-10 15:00:00,2015-03-10 15:00:00.000,2015CD-000022-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,ADQUISICION DE UPS PARA LA SUPERINTENDENCIA GENERAL DE VALORES (SUGEVAL),10997580.0,13
20150400437,26939,2015-06-18 09:21:03,4000004017,2015-05-07 09:46:39.000,2015-05-07 10:00:00.000,2015-05-25 10:00:00,2015-05-25 10:00:00.000,2015LA-000014-0004900001,LICITACIÓN ABREVIADA,Cantidad definida,RENOVACION Y ADQUISICION DE SOFTWARE PARA LA SUPERINTENDENCIA GENERAL DE VALORES (SUGEVAL),26569250.0,23
20150600469,28771,2015-07-10 16:22:36,4000004017,2015-06-24 14:27:45.000,2015-06-24 14:30:00.000,2015-07-01 15:00:00,2015-07-01 15:00:00.000,2015CD-000063-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,ADQUISICION DE DOS LECTORES DE HUELLAS DACTILARES,1800000.0,9
20231110656,955214,2023-12-11 11:50:19,4000004017,2023-11-30 19:55:05.000,2023-11-30 20:00:00.000,2023-12-06 10:00:00,2023-12-06 10:00:00.000,2023PX-000345-0004900001,PROCEDIMIENTO POR EXCEPCIÓN,Cantidad definida,"Realización de la campaña Publicitaria con la Empresa Central de Radios, sobre la importancia de la Sugeval y su quehacer.",1713812.0,5
20170200553,95431,2017-02-17 17:01:24,4000004017,2017-02-16 12:29:11.000,2017-02-16 13:00:00.000,2017-02-17 10:00:00,2017-02-17 10:00:00.000,2017CD-000043-0004900001,CONTRATACIÓN DIRECTA,Servicios,Taller de Dirección de Proyectos,4360000.0,0
20170100193,93509,2017-01-30 09:58:57,4000004017,2017-01-19 15:57:38.000,2017-01-20 09:00:00.000,2017-01-23 09:00:00,2017-01-23 09:00:00.000,2017CD-000009-0004900001,CONTRATACIÓN DIRECTA,Servicios,"Inscripción del Superintendente Tomas Soley Perez al Programa deSeguimiento y Analisis de la situación económíca Nacional, durante elaño 2017.Contacto",1800000.0,7
20170100191,93424,2017-01-24 09:49:55,4000004017,2017-01-19 16:33:20.000,2017-01-20 09:00:00.000,2017-01-23 09:00:00,2017-01-23 09:00:00.000,2017CD-000012-0004900001,CONTRATACIÓN DIRECTA,Servicios,"PAGO DE SUSCRIPCIÓN ANUAL DE UN EJEMPLAR DEL DIARIO EXTRA PARA LASUPERINTENDENCIA DE PENSIONES, DURANTE EL PERIODO DEL 01 DE ENERO DEL2017 AL 31 DE DI",84000.0,1
20170100185,93429,2017-01-23 15:58:04,4000004017,2017-01-19 15:01:29.000,2017-01-20 09:00:00.000,2017-01-23 09:00:00,2017-01-23 09:00:00.000,2017CD-000008-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción en el curso Mejore la calidad de las relaciones internas yexternas de su empresa,800000.0,0
20161101570,94191,2017-05-24 15:51:27,4000004017,2016-11-28 14:46:16.000,2016-11-28 15:00:00.000,2016-12-23 10:00:00,2016-12-23 10:00:00.000,2016LN-000003-0004900001,LICITACIÓN PÚBLICA NACIONAL,Según demanda,Apoyo en el mantenimiento de los Sistemas Informáticos gestionados porla División de Servicios Tecnológicos del Banco Central de Costa Rica.Costo esti,1000000000.0,152
20170100442,94503,2017-02-10 11:50:31,4000004017,2017-02-01 16:26:20.000,2017-02-01 16:30:00.000,2017-02-03 15:00:00,2017-02-03 15:00:00.000,2017CD-000020-0004900001,CONTRATACIÓN DIRECTA,Servicios,SUSCRIPCION AL SERVICIO MASTER LEX PARA EL BANCO CENTRAL,992955.0,6
20170200454,95801,2017-02-27 11:40:28,4000004017,2017-02-15 16:26:24.000,2017-02-15 17:00:00.000,2017-02-21 15:00:00,2017-02-21 15:00:00.000,2017CD-000042-0004900001,CONTRATACIÓN DIRECTA,Servicios,"INSCRIPCIÓN DE ALLAN STEVEN VILLALOBOS ARROYO EN EL CURSO PRIMEROSAUXILIOS, DEL 17 AL 19 DE MAYO DEL 2017.",71500.0,5
20170300121,96931,2017-03-03 15:01:39,4000004017,2017-03-02 13:32:49.000,2017-03-02 14:00:00.000,2017-03-02 17:00:00,2017-03-02 17:00:00.000,2017CD-000069-0004900001,CONTRATACIÓN DIRECTA,Servicios,Programa Modular de Presupuestos Públicos para la SUGESE,495000.0,0
20170200769,97312,2017-03-14 10:24:12,4000004017,2017-02-22 10:31:10.000,2017-02-22 10:30:00.000,2017-03-01 15:00:00,2017-03-01 15:00:00.000,2017CD-000051-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,Adquisición de negatoscopio de dos cuerpos,300000.0,12
20170200972,97316,2017-03-09 09:40:35,4000004017,2017-02-27 12:18:59.000,2017-02-27 13:00:00.000,2017-03-03 10:00:00,2017-03-03 10:00:00.000,2017CD-000062-0004900001,CONTRATACIÓN DIRECTA,Servicios,"INSCRIPCIÓN DE ALLAN STEVEN VILLALOBOS ARROYO EN EL CURSO PRIMEROSAUXILIOS, DEL 17 AL 19 DE MAYO DEL 2017, EN HORARIO DE 08:00 AM A 04:00PM, EN LAS IN",71500.0,5
20170200772,97317,2017-03-14 10:21:21,4000004017,2017-02-22 10:34:42.000,2017-02-22 10:40:00.000,2017-03-01 15:00:00,2017-03-01 15:00:00.000,2017CD-000052-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,Adquisición de dos destructoras de papel para el Centro Control deNumerario y la Custodia General,500000.0,12
20170301119,99573,2017-03-23 13:09:35,4000004017,2017-03-20 16:05:35.000,2017-03-20 16:30:00.000,2017-03-21 15:00:00,2017-03-21 15:00:00.000,2017CD-000085-0004900001,CONTRATACIÓN DIRECTA,Servicios,Curso Certificación en Fundamentos COBIT.,373750.0,1
